Travel ID,Card Type,Weekday,Date,Departure City,Departure,Check-out,Arrival City,Destination,Type,Product
43,Student,3,2021-09-28,Voorburg,Voorburg,8:36,Utrecht,Utrecht Centraal,Train,Student Week Vrij (2nd class)
46,Student,4,2021-09-29,Utrecht,Utrecht Centraal,0:42,Voorburg,Voorburg,Train,Student Week Vrij (2nd class)
50,Student,5,2021-09-30,Utrecht,Utrecht Centraal,18:12,Voorburg,Voorburg,Train,Student Week Vrij (2nd class)
48,Student,5,2021-09-30,Utrecht,Utrecht CS Centrumzijde,9:12,Utrecht,Utrecht Heidelberglaan,Tram,Student Week Vrij (2nd class)
49,Student,5,2021-09-30,Utrecht,Utrecht Padualaan,17:22,Utrecht,Utrecht CS Centrumzijde,Tram,Student Week Vrij (2nd class)
47,Student,5,2021-09-30,Voorburg,Voorburg,8:53,Utrecht,Utrecht Centraal,Train,Student Week Vrij (2nd class)
52,Student,6,2021-10-01,Den Haag,Den Haag Centraal,17:18,Utrecht,Utrecht Centraal,Train,Student Week Vrij (2nd class)
51,Student,6,2021-10-01,Den Haag,Den Haag Laan Van NOI,16:32,Amsterdam,Centraal Station,Train,Student Week Vrij (2nd class)
55,Student,6,2021-10-01,Utrecht,Utrecht Centraal,20:58,Voorburg,Voorburg,Train,Student Week Vrij (2nd class)
53,Student,6,2021-10-01,Utrecht,Utrecht CS Centrumzijde,17:37,Utrecht,Utrecht Heidelberglaan,Tram,Student Week Vrij (2nd class)
54,Student,6,2021-10-01,Utrecht,Utrecht Heidelberglaan,19:59,Utrecht,Utrecht CS Centrumzijde (Perron A1),Bus,Student Week Vrij (2nd class)
1007,Personal,7,2021-10-02,Den Haag,Den Haag Laan Van NOI,10:58,Amsterdam,Amsterdam Centraal,Train,Reizen op Rekening Trein
57,Student,7,2021-10-02,Amsterdam,Noord,21:14,Amsterdam,Rokin,Metro,Student Week Korting (2nd class)
58,Student,7,2021-10-02,Amsterdam,Rokin,23:24,Amsterdam,Noord,Metro,Student Week Korting (2nd class)
1008,Personal,7,2021-10-02,Amsterdam,Rokin,15:54,Amsterdam,Noord,Metro,Reizen op Rekening Bus Tram Metro
59,Student,7,2021-10-02,Amsterdam,Station Noord,23:31,Amsterdam,Hilversumstraat,Bus,Student Week Korting (2nd class)
1009,Personal,7,2021-10-02,Amsterdam,Station Noord,16:03,Amsterdam,Volendammerweg,Bus,Reizen op Rekening Bus Tram Metro
56,Student,7,2021-10-02,Amsterdam,Unknown Check In,20:59,Amsterdam,Station Noord,Metro,Student Week Korting (2nd class)
1010,Personal,1,2021-10-03,Amsterdam,Amsterdam Centraal,13:23,Den Haag,Den Haag Laan Van NOI,Train,Reizen op Rekening Trein
61,Student,1,2021-10-03,Amsterdam,Noorderpark,12:26,Amsterdam,Centraal Station,Metro,Student Week Korting (2nd class)
60,Student,1,2021-10-03,Amsterdam,Waterlandplein,12:16,Amsterdam,Noorderpark,Metro,Student Week Korting (2nd class)
62,Student,2,2021-10-04,Voorburg,Rozenboomlaan,17:50,Voorburg,Voorburg Station,Bus,Student Week Vrij (2nd class)
65,Student,2,2021-10-04,Utrecht,Utrecht Centraal,23:12,Voorburg,Voorburg,Train,Student Week Vrij (2nd class)
64,Student,2,2021-10-04,Utrecht,Utrecht Janskerkhof,21:56,Utrecht,Utrecht CS Jaarbeurszijde,Tram,Student Week Vrij (2nd class)
63,Student,2,2021-10-04,Voorburg,Voorburg,18:47,Utrecht,Utrecht Centraal,Train,Student Week Vrij (2nd class)
68,Student,2,2021-10-11,Utrecht,Utrecht Botanische Tuinen,18:44,Utrecht,Utrecht Janskerkhof,Bus,Student Week Vrij (2nd class)
70,Student,2,2021-10-11,Utrecht,Utrecht Centraal,22:42,Voorburg,Voorburg,Train,Student Week Vrij (2nd class)
67,Student,2,2021-10-11,Utrecht,Utrecht CS Centrumzijde,14:18,Utrecht,Utrecht Padualaan,Tram,Student Week Vrij (2nd class)
69,Student,2,2021-10-11,Utrecht,Utrecht Janskerkhof,21:44,Utrecht,Utrecht CS Centrumzijde (Perron A1),Bus,Student Week Vrij (2nd class)
66,Student,2,2021-10-11,Voorburg,Voorburg,14:03,Utrecht,Utrecht Centraal,Train,Student Week Vrij (2nd class)
73,Student,3,2021-10-12,Utrecht,Utrecht CS Centrumzijde (Perron A1),14:38,Utrecht,Utrecht Korianderstraat,Bus,Student Week Vrij (2nd class)
74,Student,3,2021-10-12,Utrecht,Utrecht Korianderstraat,15:23,Utrecht,Utrecht Heidelberglaan,Tram,Student Week Vrij (2nd class)
75,Student,3,2021-10-12,Utrecht,Utrecht UMC Utrecht,17:28,Utrecht,Utrecht CS Centrumzijde,Tram,Student Week Vrij (2nd class)
72,Student,3,2021-10-12,Voorburg,Voorburg,14:20,Utrecht,Utrecht Centraal,Train,Student Week Vrij (2nd class)
71,Student,3,2021-10-12,Voorburg,Voorburg Rozenboomlaan,13:09,Voorburg,Voorburg Station,Bus,Student Week Vrij (2nd class)
79,Student,6,2021-10-15,Amsterdam,Centraal Station,21:24,Amsterdam,Noord,Metro,Student Week Vrij (2nd class)
76,Student,6,2021-10-15,Den Haag,Den Haag Laan Van NOI,16:26,Amsterdam,Amsterdam Centraal,Train,Student Week Vrij (2nd class)
78,Student,6,2021-10-15,Amsterdam,Nieuwmarkt,21:11,Amsterdam,Centraal Station,Metro,Student Week Vrij (2nd class)
80,Student,6,2021-10-15,Amsterdam,Station Noord,21:32,Amsterdam,Hilversumstraat,Bus,Student Week Vrij (2nd class)
81,Student,7,2021-10-16,Amsterdam,Hilversumstraat,20:01,Amsterdam,Station Noord,Bus,Student Week Korting (2nd class)
82,Student,7,2021-10-16,Amsterdam,Noord,20:15,Amsterdam,Vijzelgracht,Metro,Student Week Korting (2nd class)
83,Student,7,2021-10-16,Amsterdam,Rokin,23:23,Amsterdam,Noord,Metro,Student Week Korting (2nd class)
